,id,title,original_title,homepage,original_language,overview,tagline,popularity,release_date,runtime,status,vote_count,vote_average,budget,revenue
2559,11132,Confessions of a Teenage Drama Queen,Confessions of a Teenage Drama Queen,,en,"When the teenager Mary Elizabeth Steppe, a.k.a. Lola, moves with her mother and two younger twin sisters from New York to the suburb of Dellwood, New Jersey, she has the feeling that her cultural and entertaining world ended. While in school, the displaced Lola becomes close friend of the unpopular Ella, who is also a great fan of the her favorite rock band Sidarthur. However, the most popular girl in the school, Carla Santini, disputes the lead role in an adaptation of Pygmalion with Lola and also the leadership of their mates. When the last concert of Sidarthur is sold-out, Lola plans with Ella to travel to New York and buy the tickets from scalpers. However, the girls get into trouble while helping the lead singer and Lola's idol Stu Wolf, changing their lives forever.",She's making a scene over everything.,7.424798,2004/2/17,89,Released,221,5.1,15000000,29331068
1622,9452,Bulworth,Bulworth,,en,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,Brace yourself. This politician is about to tell the truth!,4.52363,1998/5/15,108,Released,66,6.3,30000000,29202884
3212,16323,The Rose,The Rose,,en,"Midler is the rock-and-roll singer Mary Rose Foster (known as the Rose to her legions of fans), whose romantic relationships and mental health are continuously imperiled by the demands of life on the road.","She gave and gave, until she had nothing left to give",7.000949,1979/11/7,125,Released,28,6.8,9250000,29174648
2719,10712,Far from Heaven,Far from Heaven,,en,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.",It's time to stop hiding from the truth.,9.982885,2002/9/1,107,Released,144,6.9,13500000,29027914
3256,14536,New in Town,New in Town,http://www.newintownmovie.com/,en,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment �?in the middle of nowhere �?to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.",She's an executive on the move. But her career is taking her a little farther than she expected.,13.987772,2009/1/30,97,Released,99,5.2,8000000,29010817
1237,8970,The Out-of-Towners,The Out-of-Towners,,en,"The remake of the 1970 Neil Simon comedy follows the adventures of a couple, Henry and Nancy Clark, vexed by misfortune while in New York City for a job interview.","They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",4.842626,1999/4/2,90,Released,45,5,75000000,29000000
1766,28355,Case 39,Case 39,http://www.case39movie.com/mainsite/,en,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",Some cases should  never be opened.,23.917982,2009/8/13,109,Released,563,6.1,27000000,29000000
2165,25132,Shorts,Shorts,,en,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",Not So TALL Tales From The Director Of 'Spy Kids',4.100942,2009/8/21,89,Released,44,5.1,40000000,28972508
1000,47327,Drive Angry,Drive Angry,http://www.driveangry3d.com/,en,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with Piper, a sexy, tough-as-nails waitress with a 69 Charger, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.",One hell of a ride.,30.387148,2011/2/24,105,Released,600,5.3,50000000,28931401
3047,87093,Big Eyes,Big Eyes,,en,"The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",She created it. He sold it. And they bought it.,28.570174,2014/12/24,105,Released,1196,6.8,10000000,28883511
1913,200505,Draft Day,Draft Day,,en,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",The greatest victories don't always happen on the field.,14.17009,2014/4/11,109,Released,304,6.5,25000000,28831145
1797,17047,Agent Cody Banks 2: Destination London,Agent Cody Banks 2: Destination London,http://www.mgm.com/view/Movie/33/,en,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",Adventure is an attitude.,10.925618,2004/12/3,100,Released,144,5.2,26000000,28818995
3876,8841,The Class,Entre les murs,,fr,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,The dynamics of a multicultural class and its teacher will enlighten.,13.437038,2008/9/24,128,Released,174,6.8,0,28814580
3173,14181,Boiler Room,Boiler Room,,en,"A college dropout gets a job as a broker for a suburban investment firm, which puts him on the fast track to success, but the job might not be as legitimate as it sounds.",Welcome to the new American dream.,11.233081,2000/2/18,118,Released,201,6.5,26000000,28780255
3031,9902,Wrong Turn,Wrong Turn,,en,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",It's the last one you'll ever take.,33.555764,2003/5/30,84,Released,635,6,12600000,28650575
4742,9372,Super Size Me,Super Size Me,,en,"Morgan Spurlock subjects himself to a diet based only on McDonald's fast food three times a day for thirty days without exercising to try to prove why so many Americans are fat or obese. He submits himself to a complete check-up by three doctors, comparing his weight along the way, resulting in a scary conclusion.",The first ever reality-based movie ... everything begins and ends in 30 days!,10.400603,2004/1/17,100,Released,506,6.6,65000,28575078
3425,9430,Go,Go,,en,"Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life.",A weekend wasted is never a wasted weekend.,11.142389,1999/4/9,98,Released,196,7,6500000,28451622
3811,874,A Man for All Seasons,A Man for All Seasons,,en,A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows he’s risking his own life. An award winning film from 1966.,...a motion picture for all times!,9.541688,1966/12/12,120,Released,89,7.5,3900000,28350000
1881,278,The Shawshank Redemption,The Shawshank Redemption,,en,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Fear can hold you prisoner. Hope can set you free.,136.747729,1994/9/23,142,Released,8205,8.5,25000000,28341469
859,14623,Thunderbirds,Thunderbirds,http://www.thunderbirdsmovie.com,en,"Dangerous missions are the bread and butter of the Thunderbirds, a high-tech secret force employed by the government. Led by Jeff Tracy (Bill Paxton), the Thunderbirds are at the top of their game, but their nemesis, The Hood (Ben Kingsley), has landed on their island and is attempting a coup by using the team's rescue vehicles. He'll soon discover that the Thunderbirds won't go down.",,9.27875,2004/7/23,95,Released,91,4.2,57000000,28283637
4337,103,Taxi Driver,Taxi Driver,,en,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.","On every street in every city, there's a nobody who dreams of being a somebody.",58.845025,1976/2/7,114,Released,2535,8,1300000,28262574
1323,68722,The Master,The Master,,en,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",Every Man Needs a Guide,25.682509,2012/9/7,137,Released,701,7,32000000,28258060
